Type,Name,IUIS,inSilico,Source,Last Update,Code
1,Aeg ta 11,0,1,Aegilops cylindrica; Aegilops squarrosa; Aegilops tauschii; Cylindropyrum cylindricum; Grasses; Patropyrum tauschii; Plants; Poaceae; Tausch's Goatgrass; Triticum cylindricum; Triticum tauschii,12.08.13,11051
2,Aeg ta 12,0,1,Aegilops cylindrica; Aegilops squarrosa; Aegilops tauschii; Cylindropyrum cylindricum; Grasses; Patropyrum tauschii; Plants; Poaceae; Tausch's Goatgrass; Triticum cylindricum; Triticum tauschii,12.08.13,11021
3,Aeg ta 5,0,1,Aegilops cylindrica; Aegilops squarrosa; Aegilops tauschii; Cylindropyrum cylindricum; Grasses; Patropyrum tauschii; Plants; Poaceae; Tausch's Goatgrass; Triticum cylindricum; Triticum tauschii,13.08.13,11079
4,Agr c 7,0,,Agropyron cristatum; Crested Wheatgrass; Grasses; Plants; Poaceae; Quack Grass,18.08.08,1387
5,Agr ca 1,0,,Agrostis capillaris; Agrostis tenuis; Agrostis vulgaris; Browntop; Common Bent; Grasses; Plants; Poaceae,15.12.12,5801
6,Agr ca 5,0,,Agrostis capillaris; Agrostis tenuis; Agrostis vulgaris; Browntop; Common Bent; Grasses; Plants; Poaceae,15.12.12,9730
7,Agr g 1,0,,Agrostis alba; Agrostis alba alba; Agrostis gigantea; Agrostis gigantea var. dispar; Agrostis nigra; Agrostis stolonifera var. major; Black Bent; Grasses; Plants; Poaceae; Redtop; Water Bentgrass,03.11.16,6
8,Agr g 4,0,,Agrostis alba; Agrostis alba alba; Agrostis gigantea; Agrostis gigantea var. dispar; Agrostis nigra; Agrostis stolonifera var. major; Black Bent; Grasses; Plants; Poaceae; Redtop; Water Bentgrass,03.11.16,5800
9,Agr s 5,0,,Agrostis stolonifera; Creeping Bent; Grasses; Plants; Poaceae,16.08.09,7652
10,Aln g 1,1,,Alder; Alnus glutinosa; Betulaceae; Birch/Hazel/Oak-related Species; European Alder; Fagales; Plants,21.08.19,7
11,Aln g 1/Bet v 1/Cor a 1 TPC7,0,,Alder; Alnus glutinosa; Betula pendula; Betula verrucosa; Betulaceae; Birch; Birch/Hazel/Oak-related Species; Castanea sativa; Chestnut; Corylaceae; Corylus avellana; European Alder; Fagaceae; Fagales; Hazelnut; Plants; Silver Birch,03.09.15,3820
12,Aln g 1/Bet v 1/Cor a 1 TPC9,0,,Alder; Alnus glutinosa; Betula pendula; Betula verrucosa; Betulaceae; Birch; Birch/Hazel/Oak-related Species; Castanea sativa; Chestnut; Corylaceae; Corylus avellana; European Alder; Fagaceae; Fagales; Hazelnut; Plants; Silver Birch,15.12.12,3821
13,Aln g 2,0,,Alder; Alnus glutinosa; Betulaceae; Birch/Hazel/Oak-related Species; European Alder; Fagales; Plants,18.09.16,8
14,Aln g 4,1,,Alder; Alnus glutinosa; Betulaceae; Birch/Hazel/Oak-related Species; European Alder; Fagales; Plants,21.04.15,9
15,Alo p 1,0,,Alopecurus pratensis; Grasses; Meadow Foxtail; Plants; Poaceae,21.04.14,2754
16,Alo p 5,0,,Alopecurus pratensis; Grasses; Meadow Foxtail; Plants; Poaceae,21.04.14,5802
17,Ama r 1,1,,Amaranthaceae; Amaranthus retroflexus; Careless Weed; Plants; Redroot Amaranth; Redroot Pigweed; Spiny Amaranth,28.12.16,11811
18,Ama r 2,1,,Amaranthaceae; Amaranthus retroflexus; Careless Weed; Plants; Redroot Amaranth; Redroot Pigweed; Spiny Amaranth,13.03.15,8168
19,Ama v 2,0,1,Amaranthaceae; Amaranthus viridis; Plants; Slender Amaranth,13.03.15,9448
20,Amb a 1,1,,Ambrosia artemisiifolia; Ambrosia elatior; Asteraceae; Mugwort/Ragweed-related Species; Plants; Short Ragweed,14.07.19,24
21,Amb a 10,1,,Ambrosia artemisiifolia; Ambrosia elatior; Asteraceae; Mugwort/Ragweed-related Species; Plants; Short Ragweed,12.08.16,25
22,Amb a 11,1,,Ambrosia artemisiifolia; Ambrosia elatior; Asteraceae; Mugwort/Ragweed-related Species; Plants; Short Ragweed,24.11.13,11405
23,Amb a 12,1,,Ambrosia artemisiifolia; Ambrosia elatior; Asteraceae; Mugwort/Ragweed-related Species; Plants; Short Ragweed,15.10.17,12031
24,Amb a 3,1,,Ambrosia artemisiifolia; Ambrosia elatior; Asteraceae; Mugwort/Ragweed-related Species; Plants; Short Ragweed,12.08.16,27
25,Amb a 4,1,,Ambrosia artemisiifolia; Ambrosia elatior; Asteraceae; Mugwort/Ragweed-related Species; Plants; Short Ragweed,12.08.16,8728
26,Amb a 5,1,,Ambrosia artemisiifolia; Ambrosia elatior; Asteraceae; Mugwort/Ragweed-related Species; Plants; Short Ragweed,12.08.16,28
27,Amb a 6,1,,Ambrosia artemisiifolia; Ambrosia elatior; Asteraceae; Mugwort/Ragweed-related Species; Plants; Short Ragweed,26.08.16,29
28,Amb a 7,1,,Ambrosia artemisiifolia; Ambrosia elatior; Asteraceae; Mugwort/Ragweed-related Species; Plants; Short Ragweed,26.08.13,30
29,Amb a 8,1,,Ambrosia artemisiifolia; Ambrosia elatior; Asteraceae; Mugwort/Ragweed-related Species; Plants; Short Ragweed,18.09.16,751
30,Amb a 9,1,,Ambrosia artemisiifolia; Ambrosia elatior; Asteraceae; Mugwort/Ragweed-related Species; Plants; Short Ragweed,12.08.16,746
31,Amb a CPI,0,,Ambrosia artemisiifolia; Ambrosia elatior; Asteraceae; Mugwort/Ragweed-related Species; Plants; Short Ragweed,12.08.16,2441
32,Amb p 1,0,,Ambrosia psilostachya; Asteraceae; Mugwort/Ragweed-related Species; Plants; Western Ragweed,20.07.13,9064
33,Amb p 5,1,,Ambrosia psilostachya; Asteraceae; Mugwort/Ragweed-related Species; Plants; Western Ragweed,26.08.13,31
34,Amb t 5,1,,Ambrosia trifida; Asteraceae; Giant Ragweed; Mugwort/Ragweed-related Species; Plants,27.10.13,32
35,Amb t 8,0,,Ambrosia trifida; Asteraceae; Giant Ragweed; Mugwort/Ragweed-related Species; Plants,20.07.13,2095
36,Ant o 1,1,,Anthoxanthum odoratum; Grasses; Plants; Poaceae; Sweet Vernal,21.04.14,38
37,Ant o 12,0,,Anthoxanthum odoratum; Grasses; Plants; Poaceae; Sweet Vernal,17.08.08,815
38,Ant o 13,0,,Anthoxanthum odoratum; Grasses; Plants; Poaceae; Sweet Vernal,21.01.09,2524
39,Ant o 2,0,,Anthoxanthum odoratum; Grasses; Plants; Poaceae; Sweet Vernal,15.12.12,812
40,Ant o 4,0,,Anthoxanthum odoratum; Grasses; Plants; Poaceae; Sweet Vernal,15.12.12,813
41,Ant o 5,0,,Anthoxanthum odoratum; Grasses; Plants; Poaceae; Sweet Vernal,10.09.18,39
42,Ant o 6,0,,Anthoxanthum odoratum; Grasses; Plants; Poaceae; Sweet Vernal,29.10.12,814
43,Ant o 7,0,,Anthoxanthum odoratum; Grasses; Plants; Poaceae; Sweet Vernal,18.08.08,1395
44,Ara t 3,0,,Arabidopsis thaliana; Brassicaceae; Mouse-ear Cress; Plants; Thale Cress,21.04.15,1085
45,Ara t 8,0,,Arabidopsis thaliana; Brassicaceae; Mouse-ear Cress; Plants; Thale Cress,16.08.15,840
46,Ara t GLP,0,,Arabidopsis thaliana; Brassicaceae; Mouse-ear Cress; Plants; Thale Cress,16.08.15,779
47,Arr e 1,0,,Arrhenatherum elatius; Avena elatior; False Oat-grass; Grasses; Plants; Poaceae,21.04.14,2751
48,Arr e 5,0,,Arrhenatherum elatius; Avena elatior; False Oat-grass; Grasses; Plants; Poaceae,21.04.14,7662
49,Art ab 1,1,,Absinthe; Absinthe Wormwood; Absinthium; Artemisia absinthium; Asteraceae; Common Wormwood; Mugwort; Mugwort/Ragweed-related Species; Plants,16.06.19,7638
50,Art an 1,1,,Annual Wormwood; Artemisia annua; Asteraceae; Chinese Wormwood; Mugwort/Ragweed-related Species; Plants; Sweet Annie; Sweet Sagewort; Sweet Wormwood,16.06.19,12055
51,Art an 3,0,1,Annual Wormwood; Artemisia annua; Asteraceae; Chinese Wormwood; Mugwort/Ragweed-related Species; Plants; Sweet Annie; Sweet Sagewort; Sweet Wormwood,03.12.17,12066
52,Art an 7,1,,Annual Wormwood; Artemisia annua; Asteraceae; Chinese Wormwood; Mugwort/Ragweed-related Species; Plants; Sweet Annie; Sweet Sagewort; Sweet Wormwood,29.04.18,12010
53,Art ap 1,0,,Artemisia; Artemisia apiacea; Asteraceae; Mugwort/Ragweed-related Species; Plants,15.12.12,3761
54,Art ar 1,0,1,Artemisia argyi; Asteraceae; Chinese Mugwort; Mugwort/Ragweed-related Species; Plants; Silvery Wormwood,30.11.17,12038
55,Art ar 2,1,,Artemisia argyi; Asteraceae; Chinese Mugwort; Mugwort/Ragweed-related Species; Plants; Silvery Wormwood,29.11.17,12036
56,Art ar 3,0,1,Artemisia argyi; Asteraceae; Chinese Mugwort; Mugwort/Ragweed-related Species; Plants; Silvery Wormwood,03.12.17,12064
57,Art c 1,1,,Artemisia californica; Asteraceae; California Sagebrush; Mugwort/Ragweed-related Species; Plants,18.08.19,12059
58,Art ca 1,0,1,Artemisia; Artemisia capillaris; Asteraceae; Mugwort/Ragweed-related Species; Plants,03.12.17,12053
59,Art ca 3,0,1,Artemisia; Artemisia capillaris; Asteraceae; Mugwort/Ragweed-related Species; Plants,03.12.17,12062
60,Art f 1,1,,Arctic Sagebrush; Artemisia frigida; Asteraceae; Fringed Sagewort; Fringed Wormwood; Mugwort/Ragweed-related Species; Plants; Prairie Sagewort,16.06.19,12060
61,Art gm 1,0,1,Artemisia gmelinii; Artemisia sacrorum; Asteraceae; Gmelin wormwood; Mugwort/Ragweed-related Species; Plants,03.12.17,12049
62,Art l 1,1,,Artemisia ludoviciana; Asteraceae; Cudweed Sagewort; Gray Sagewort; Louisiana Sagewort; Louisiana Wormwood; Mugwort Wormwood; Mugwort/Ragweed-related Species; Plants; Prairie Sage; Silver Wormwood; White Sage; White Sagebrush,16.06.19,12058
63,Art la 1,0,1,Artemisia; Artemisia lavandulifolia; Asteraceae; Mugwort/Ragweed-related Species; Plants,30.11.17,12045
64,Art la 3,0,1,Artemisia; Artemisia lavandulifolia; Asteraceae; Mugwort/Ragweed-related Species; Plants,03.12.17,12065
65,Art si 1,0,1,Artemisia sieversiana; Asteraceae; Mugwort; Mugwort/Ragweed-related Species; Plants,30.11.17,12041
66,Art si 3,0,1,Artemisia sieversiana; Asteraceae; Mugwort; Mugwort/Ragweed-related Species; Plants,03.12.17,12063
67,Art t 1,1,,Artemisia tridentata; Asteraceae; Basin Sagebrush; Black Sage; Blue Sage; Mountain Big Sagebrush; Mugwort/Ragweed-related Species; Plants,17.06.19,12061
68,Art v 1,1,,Artemisia vulgaris; Asteraceae; English Mugwort; Mugwort/Ragweed-related Species; Plants,22.05.19,753
69,Art v 2,1,,Artemisia vulgaris; Asteraceae; English Mugwort; Mugwort/Ragweed-related Species; Plants,26.08.16,58
70,Art v 3,1,,Artemisia vulgaris; Asteraceae; English Mugwort; Mugwort/Ragweed-related Species; Plants,22.05.19,59
71,Art v 4,1,,Artemisia vulgaris; Asteraceae; English Mugwort; Mugwort/Ragweed-related Species; Plants,18.09.16,60
72,Art v 47kD,0,,Artemisia vulgaris; Asteraceae; English Mugwort; Mugwort/Ragweed-related Species; Plants,02.11.12,57
73,Art v 5,1,,Artemisia vulgaris; Asteraceae; English Mugwort; Mugwort/Ragweed-related Species; Plants,26.08.16,1070
74,Art v 6,1,,Artemisia vulgaris; Asteraceae; English Mugwort; Mugwort/Ragweed-related Species; Plants,18.03.18,2535
75,Art v 60kD,0,,Artemisia vulgaris; Asteraceae; English Mugwort; Mugwort/Ragweed-related Species; Plants,26.08.16,750
76,Art v TLP,0,,Artemisia vulgaris; Asteraceae; English Mugwort; Mugwort/Ragweed-related Species; Plants,23.09.12,10205
77,Ave s 1,0,,Avena sativa; Cultivated Oat; Grasses; Plants; Poaceae,18.08.09,730
78,Ave s 12,0,,Avena sativa; Cultivated Oat; Grasses; Plants; Poaceae,17.08.08,818
79,Ave s 13,0,,Avena sativa; Cultivated Oat; Grasses; Plants; Poaceae,21.01.09,2523
80,Ave s 2,0,,Avena sativa; Cultivated Oat; Grasses; Plants; Poaceae,15.12.12,816
81,Ave s 4,0,,Avena sativa; Cultivated Oat; Grasses; Plants; Poaceae,15.12.12,817
82,Ave s 5,0,,Avena sativa; Cultivated Oat; Grasses; Plants; Poaceae,15.12.12,744
83,Ave s 7,0,,Avena sativa; Cultivated Oat; Grasses; Plants; Poaceae,18.08.08,1392
84,Bet ab 1,0,,Betula albo-sinensis; Betula albosinensis; Betulaceae; Birch/Hazel/Oak-related Species; Chinese Red Birch; Fagales; Plants,24.07.11,9540
85,Bet al 1,0,,Betula alleghaniensis; Betula lutea; Betulaceae; Birch/Hazel/Oak-related Species; Fagales; Plants; Yellow Birch,21.10.11,9545
86,Bet ch 1,0,,Betula chichibuensis; Betulaceae; Birch; Birch/Hazel/Oak-related Species; Fagales; Plants,25.07.11,6170
87,Bet co 1,0,,Betula costata; Betulaceae; Birch/Hazel/Oak-related Species; Fagales; Korean Birch; Plants,25.07.11,6174
88,Bet da 1,0,,Betula dahurica; Betula davurica; Betulaceae; Birch/Hazel/Oak-related Species; Dahurian Birch; Fagales; Plants,24.07.11,9541
89,Bet gr 1,0,,Betula grossa; Betulaceae; Birch/Hazel/Oak-related Species; Fagales; Japanese Cherry Birch; Plants,24.07.11,9542
90,Bet hu 1,0,,Betula humilis; Betulaceae; Birch/Hazel/Oak-related Species; Fagales; Plants; Shrub Birch,24.07.11,9543
91,Bet le 1,0,,Betula lenta; Betulaceae; Birch/Hazel/Oak-related Species; Cherry Birch; Plants; Sweet Birch,21.10.11,6166
92,Bet me 1,0,,Betula medwedewii; Betula medwediewii; Betulaceae; Birch/Hazel/Oak-related Species; Fagales; Medvedev's Birch; Plants,24.07.11,9544
93,Bet n 1,0,,Betula nigra; Betulaceae; Birch/Hazel/Oak-related Species; Black Birch; Plants; River Birch,25.07.11,6167
94,Bet p 1,0,,Asian White Birch; Betula platyphylla; Betulaceae; Birch/Hazel/Oak-related Species; Plants,25.07.11,1255
95,Bet pa 1,0,,American White Birch; Betula papyrifera; Betulaceae; Birch/Hazel/Oak-related Species; Canoe Birch; Fagales; Paper Birch; Plants,24.07.11,9546
96,Bet po 1,0,,Betula populifolia; Betulaceae; Birch; Birch/Hazel/Oak-related Species; Fagales; Gray Birch; Plants,21.10.11,6168
97,Bet pu 1,0,,Betula alba; Betula pubescens; Betulaceae; Birch/Hazel/Oak-related Species; Downy Birch; Fagales; Mountain Birch; Plants; White Birch,24.07.11,1301
98,Bet pu 2,0,,Betula alba; Betula pubescens; Betulaceae; Birch/Hazel/Oak-related Species; Downy Birch; Fagales; Mountain Birch; Plants; White Birch,07.01.10,5971
99,Bet pu 4,0,,Betula alba; Betula pubescens; Betulaceae; Birch/Hazel/Oak-related Species; Downy Birch; Fagales; Mountain Birch; Plants; White Birch,26.01.09,5972
100,Bet pu 6,0,,Betula alba; Betula pubescens; Betulaceae; Birch/Hazel/Oak-related Species; Downy Birch; Fagales; Mountain Birch; Plants; White Birch,05.12.10,5973
101,Bet pu 7,0,,Betula alba; Betula pubescens; Betulaceae; Birch/Hazel/Oak-related Species; Downy Birch; Fagales; Mountain Birch; Plants; White Birch,28.08.10,5974
102,Bet sc 1,0,,Betula schmidtii; Betulaceae; Birch/Hazel/Oak-related Species; Fagales; Plants; Schmidt's Birch,14.04.09,6172
103,Bet ut 1,0,,Betula utilis; Betulaceae; Bhojpatra; Birch/Hazel/Oak-related Species; Cao Pi Hua; Himalayan Birch; Plants,24.07.11,9539
104,Bet v 1,1,,Betula pendula; Betula verrucosa; Betulaceae; Birch; Birch/Hazel/Oak-related Species; Fagales; Plants; Silver Birch,24.07.19,89
105,Bet v 1 fv Mal 4x,0,,Betula pendula; Betula verrucosa; Betulaceae; Birch; Birch/Hazel/Oak-related Species; Fagales; Plants; Silver Birch,23.08.14,6015
106,Bet v 2,1,,Betula pendula; Betula verrucosa; Betulaceae; Birch; Birch/Hazel/Oak-related Species; Fagales; Plants; Silver Birch,26.05.19,127
107,Bet v 3,1,,Betula pendula; Betula verrucosa; Betulaceae; Birch; Birch/Hazel/Oak-related Species; Fagales; Plants; Silver Birch,15.04.18,128
108,Bet v 4,1,,Betula pendula; Betula verrucosa; Betulaceae; Birch; Birch/Hazel/Oak-related Species; Fagales; Plants; Silver Birch,22.05.19,129
109,Bet v 6,1,,Betula pendula; Betula verrucosa; Betulaceae; Birch; Birch/Hazel/Oak-related Species; Fagales; Plants; Silver Birch,15.04.18,131
110,Bet v 7,1,,Betula pendula; Betula verrucosa; Betulaceae; Birch; Birch/Hazel/Oak-related Species; Fagales; Plants; Silver Birch,15.04.18,134
111,Bet v 8,1,,Betula pendula; Betula verrucosa; Betulaceae; Birch; Birch/Hazel/Oak-related Species; Fagales; Plants; Silver Birch,15.04.18,12096
112,Bet v Glucanase,0,,Betula pendula; Betula verrucosa; Betulaceae; Birch; Birch/Hazel/Oak-related Species; Fagales; Plants; Silver Birch,15.12.12,1490
113,Bet v PME,0,,Betula pendula; Betula verrucosa; Betulaceae; Birch; Birch/Hazel/Oak-related Species; Fagales; Plants; Silver Birch,21.01.18,135
114,Bet v TLP,0,,Betula pendula; Betula verrucosa; Betulaceae; Birch; Birch/Hazel/Oak-related Species; Fagales; Plants; Silver Birch,23.09.12,10206
115,Beta v 1,1,,Amaranthaceae; Beetroot; Beta vulgaris; Common Beet; Plants,16.12.12,5798
116,Beta v 2,1,,Amaranthaceae; Beetroot; Beta vulgaris; Common Beet; Plants,20.08.08,5799
117,Bou g 1,0,,Blue Grama Grass; Bouteloua gracilis; Grasses; Plants; Poaceae,16.12.12,1568
118,Bra ca 8,0,1,Brassica campestris; Brassicaceae; Field Mustard; Plants,18.07.12,10089
119,Bra di 1,0,1,Agropyron distachyo; Brachypodium distachyon; Brachypodium distachyum; Bromus geniculatus; Festuca distachya; Grasses; Plants; Poaceae; Purple False Brome; Trachynia distachya; Zerna distachya,07.11.12,10230
120,Bra di 11,0,1,Agropyron distachyo; Brachypodium distachyon; Brachypodium distachyum; Bromus geniculatus; Festuca distachya; Grasses; Plants; Poaceae; Purple False Brome; Trachynia distachya; Zerna distachya,22.07.13,11024
121,Bra di 12,0,1,Agropyron distachyo; Brachypodium distachyon; Brachypodium distachyum; Bromus geniculatus; Festuca distachya; Grasses; Plants; Poaceae; Purple False Brome; Trachynia distachya; Zerna distachya,07.11.12,10233
122,Bra di 13,0,1,Agropyron distachyo; Brachypodium distachyon; Brachypodium distachyum; Bromus geniculatus; Festuca distachya; Grasses; Plants; Poaceae; Purple False Brome; Trachynia distachya; Zerna distachya,07.11.12,10240
123,Bra di 2,0,1,Agropyron distachyo; Brachypodium distachyon; Brachypodium distachyum; Bromus geniculatus; Festuca distachya; Grasses; Plants; Poaceae; Purple False Brome; Trachynia distachya; Zerna distachya,07.11.12,10237
124,Bra di 4,0,1,Agropyron distachyo; Brachypodium distachyon; Brachypodium distachyum; Bromus geniculatus; Festuca distachya; Grasses; Plants; Poaceae; Purple False Brome; Trachynia distachya; Zerna distachya,07.11.12,10238
125,Bra di 5,0,1,Agropyron distachyo; Brachypodium distachyon; Brachypodium distachyum; Bromus geniculatus; Festuca distachya; Grasses; Plants; Poaceae; Purple False Brome; Trachynia distachya; Zerna distachya,07.11.12,10239
126,Bra di 7,0,1,Agropyron distachyo; Brachypodium distachyon; Brachypodium distachyum; Bromus geniculatus; Festuca distachya; Grasses; Plants; Poaceae; Purple False Brome; Trachynia distachya; Zerna distachya,07.11.12,10235
127,Bra j 8,0,1,Brassica juncea; Brassicaceae; Oriental Mustard; Plants,18.07.12,10091
128,Bra n 4,0,,Brassica napus; Brassicaceae; Canola; Plants; Rapeseed,03.03.19,710
129,Bra n 7,0,,Brassica napus; Brassicaceae; Canola; Plants; Rapeseed,03.03.19,170
130,Bra n 8,0,,Brassica napus; Brassicaceae; Canola; Plants; Rapeseed,03.03.19,1073
131,Bra n PG,0,,Brassica napus; Brassicaceae; Canola; Plants; Rapeseed,03.03.19,1072
132,Bra ni 8,0,,Black Mustard; Brassica nigra; Brassicaceae; Plants,24.04.11,3922
133,Bra r 3,0,,Bird Rape; Brassica rapa; Brassicaceae; Field Mustard; Plants; Turnip; Turnip Mustard,26.10.14,1060
134,Bra r 5,1,,Bird Rape; Brassica rapa; Brassicaceae; Field Mustard; Plants; Turnip; Turnip Mustard,07.07.13,171
135,Bra r 7,0,,Bird Rape; Brassica rapa; Brassicaceae; Field Mustard; Plants; Turnip; Turnip Mustard,21.04.15,172
136,Bra r 8,0,1,Bird Rape; Brassica rapa; Brassicaceae; Field Mustard; Plants; Turnip; Turnip Mustard,20.03.13,10093
137,Bra sy 1,0,1,Agropyron sylvaticum; Brachypodium gracile f. pubescens; Brachypodium miserum; Brachypodium pubescens; Brachypodium sylvaticum; Brachypodium watti; Brevipodium sylvaticum; Bromus dumosus; Bromus sylvaticus; Festuca sylvatica; Grasses; Plants; Poaceae; Slender False Brome; Triticum sylvaticum; Wood False Brome,02.11.12,10232
138,Bro a 1,0,,Bromus arvensis; Field Brome; Grasses; Plants; Poaceae,16.12.12,2752
139,Bro a 4,0,,Bromus arvensis; Field Brome; Grasses; Plants; Poaceae,04.11.12,173
140,Bro i 1,0,,Bromus inermis; Grasses; Plants; Poaceae; Smooth Brome Grass,21.04.14,9729
141,Bro i 5,0,,Bromus inermis; Grasses; Plants; Poaceae; Smooth Brome Grass,21.04.14,9731
142,Bro i 7,0,,Bromus inermis; Grasses; Plants; Poaceae; Smooth Brome Grass,18.08.08,1394
143,Bro pa 10kD,0,,Broussonetia papyrifera; China Mulberry-tree; Moraceae; Morus papyrifera; Paper Mulberry; Papyrius papyriferus; Plants,11.06.13,10917
144,Bro pa 15kD,0,,Broussonetia papyrifera; China Mulberry-tree; Moraceae; Morus papyrifera; Paper Mulberry; Papyrius papyriferus; Plants,15.04.14,11618
145,Bro pa 72kD,0,,Broussonetia papyrifera; China Mulberry-tree; Moraceae; Morus papyrifera; Paper Mulberry; Papyrius papyriferus; Plants,15.04.14,11619
146,Car b 1,1,,Birch/Hazel/Oak-related Species; Carpinus betulus; Corylaceae; Fagales; Hornbeam; Plants,18.09.16,180
147,Car b 2,0,,Birch/Hazel/Oak-related Species; Carpinus betulus; Corylaceae; Fagales; Hornbeam; Plants,05.04.15,726
148,Car b 4,0,,Birch/Hazel/Oak-related Species; Carpinus betulus; Corylaceae; Fagales; Hornbeam; Plants,05.04.15,727
149,Car mi 2,0,,Arecaceae; Burmese Fishtail Palm; Caryota mitis; Florida Royal Palm; Plants,15.08.15,3564
150,Cari p Chitinase,0,,Carica papaya; Caricaceae; Papaya; Plants,23.12.17,1272
151,Cas s 1,1,,Birch/Hazel/Oak-related Species; Castanea sativa; Chestnut; Fagaceae; Fagales; Plants,02.01.16,192
152,Cas s 2,0,,Birch/Hazel/Oak-related Species; Castanea sativa; Chestnut; Fagaceae; Fagales; Plants,18.09.16,748
153,Cat r 1,1,,Apocynaceae; Catharanthus roseus; Chatas; Chula; Madagascar Periwinkle; Plants; Rosy Periwinkle; Vinca rosea,22.11.15,2900
154,Cat r 2,0,,Apocynaceae; Catharanthus roseus; Chatas; Chula; Madagascar Periwinkle; Plants; Rosy Periwinkle; Vinca rosea,07.02.09,2902
155,Cha o 1,1,,Cedar/Cypress/Juniper-related Species; Chamaecyparis obtusa; Cupressaceae; Hinoki; Japanese Cypress; Plants,16.08.15,197
156,Cha o 2,1,,Cedar/Cypress/Juniper-related Species; Chamaecyparis obtusa; Cupressaceae; Hinoki; Japanese Cypress; Plants,16.08.15,198
157,Cha o 3,1,,Cedar/Cypress/Juniper-related Species; Chamaecyparis obtusa; Cupressaceae; Hinoki; Japanese Cypress; Plants,30.08.15,11866
158,Che a 1,1,,Amaranthaceae; Chenopodium album; Goosefoot; Lamb's-quarters; Plants,26.05.19,199
159,Che a 2,1,,Amaranthaceae; Chenopodium album; Goosefoot; Lamb's-quarters; Plants,06.04.18,1068
160,Che a 3,1,,Amaranthaceae; Chenopodium album; Goosefoot; Lamb's-quarters; Plants,06.04.18,1069
161,Chl el 1,0,,Andropogon barbatus; Andropogon polydactylos; Chloris arundinacea; Chloris barbata; Chloris consanguinea; Chloris dandyana; Chloris elata; Chloris polydactyla; Grasses; Plants; Poaceae; Tall Windmill Grass,25.03.15,11739
162,Chl el 13,0,,Andropogon barbatus; Andropogon polydactylos; Chloris arundinacea; Chloris barbata; Chloris consanguinea; Chloris dandyana; Chloris elata; Chloris polydactyla; Grasses; Plants; Poaceae; Tall Windmill Grass,25.03.15,11740
163,Chl el 7,0,,Andropogon barbatus; Andropogon polydactylos; Chloris arundinacea; Chloris barbata; Chloris consanguinea; Chloris dandyana; Chloris elata; Chloris polydactyla; Grasses; Plants; Poaceae; Tall Windmill Grass,25.03.15,11741
164,Cin cm 2,0,1,Camphor Laurel; Camphor Tree; Camphora camphora; Camphorwood; Cinnamomum camphora; Lauraceae; Laurus camphora; Plants,19.07.12,9923
165,Coc n 1,1,,Arecaceae; Coconut; Cocos nucifera; Plants,09.03.16,11942
166,Coc n 5,0,,Arecaceae; Coconut; Cocos nucifera; Plants,15.08.15,3560
167,Cor a 1,1,,Birch/Hazel/Oak-related Species; Corylaceae; Corylus avellana; Fagaceae; Fagales; Hazelnut; Plants,21.08.19,232
168,Cor a 10,1,,Birch/Hazel/Oak-related Species; Corylaceae; Corylus avellana; Fagaceae; Fagales; Hazelnut; Plants,29.12.14,243
169,Cor a 2,1,,Birch/Hazel/Oak-related Species; Corylaceae; Corylus avellana; Fagaceae; Fagales; Hazelnut; Plants,15.04.18,244
170,Cor a 6,1,,Birch/Hazel/Oak-related Species; Corylaceae; Corylus avellana; Fagaceae; Fagales; Hazelnut; Plants,19.07.13,10994
171,Cor he 1,0,,Asian Hazel; Betulaceae; Birch/Hazel/Oak-related Species; Corylus heterophylla; Fagales; Plants; Siberian filbert; Siberian Hazelnut,16.12.12,5836
172,Cro s 1,1,,Crocus sativus; Iridaceae; Plants; Saffron; Saffron Crocus,16.12.12,2921
173,Cro s 2,1,,Crocus sativus; Iridaceae; Plants; Saffron; Saffron Crocus,13.03.15,1475
174,Cro s 3,0,,Crocus sativus; Iridaceae; Plants; Saffron; Saffron Crocus,24.07.11,9051
175,Cry j 1,1,,Cedar/Cypress/Juniper-related Species; Cryptomeria japonica; Cupressaceae; Japanese Cedar; Plants; Sugi,14.07.19,248
176,Cry j 2,1,,Cedar/Cypress/Juniper-related Species; Cryptomeria japonica; Cupressaceae; Japanese Cedar; Plants; Sugi,15.04.18,249
