"","Species","genus","Allergen.simple","Allergen.Family","Databases","Ref.manual","Mol.alt","Allergen.genus","Types","Matched.names","Species.in.data","Accepted.names.in.data","Matches.with.database"
"375","Poa_pratensis","Poa","Fes_e_13","AF057: Polygalacturonase","AllergomeData","NA","Fes e 13","Poa_13","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","Poa_pratensis","Poa_pratensis","3"
"376","Poa_pratensis","Poa","Poa_p_10","AF006: Cytochrome c","AllergomeData","allergome","Poa p 10","Poa_10","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_pratensis","Poa_pratensis","1"
"377","Poa_pratensis","Poa","Poa_p_13","AF057: Polygalacturonase","AllergomeData","NA","Poa p 13","Poa_13","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_pratensis","Poa_pratensis","1"
"378","Poa_pratensis","Poa","Poa_p_2","AF093: Expansin and expansin-like","AllergomeData;SDAPallergen","NA","Poa p 2","Poa_2","NA;grass Poales","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","Poa_pratensis","Poa_pratensis","1"
"379","Poa_pratensis","Poa","Poa_p_9","AF093: Expansin and expansin-like","SDAPallergen","SDAP: """"""""Beta-expansin; Old Name: Poa p 5, KBG 31, KBG 41, KBG 60, Poa p IX""""""""; http://fermi.utmb.edu/cgi-bin/SDAP/sdap_02?dB_Type=0&allid=38","Poa p 9","Poa_9","grass Poales","Poa_pratensis","Poa_pratensis","Poa_pratensis","1"
"380","Poa_pratensis","Poa","Poe_1","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Fes e 1;Poa p 1","Poe_1","NA;Aero Plant;Airway;grass Poales","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","Poa_pratensis","Poa_pratensis","1b"
"381","Poa_pratensis","Poa","Poe_12","AF051: Profilin","AllergomeData","NA","Poa p 12","Poe_12","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_pratensis","Poa_pratensis","1b"
"382","Poa_pratensis","Poa","Poe_4","AF099: Berberine bridge enzyme","AllergomeData","NA","Fes e 4;Poa p 4","Poe_4","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_pratensis","Poa_pratensis","1b"
"383","Poa_pratensis","Poa","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Fes e 5;Poa p 5","Poe_5","NA;Aero Plant;Airway;grass Poales","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","Poa_pratensis","Poa_pratensis","1b"
"384","Poa_pratensis","Poa","Poe_6","AF102: Group 5/6 grass pollen allergen","AllergomeData","NA","Poa p 6","Poe_6","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_pratensis","Poa_pratensis","1b"
"385","Poa_pratensis","Poa","Poe_7","AF007: EF hand family","AllergomeData","NA","Fes e 7;Poa p 7","Poe_7","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_pratensis","Poa_pratensis","1b"
"386","Poa_trivialis","Poa","Fes_e_13","AF057: Polygalacturonase","AllergomeData","NA","Fes e 13","Poa_13","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","Poa_trivialis","Poa_trivialis","3"
"387","Poa_trivialis","Poa","Poa_p_10","AF006: Cytochrome c","AllergomeData","allergome","Poa p 10","Poa_10","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_trivialis","Poa_trivialis","3"
"388","Poa_trivialis","Poa","Poa_p_13","AF057: Polygalacturonase","AllergomeData","NA","Poa p 13","Poa_13","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_trivialis","Poa_trivialis","3"
"389","Poa_trivialis","Poa","Poa_p_2","AF093: Expansin and expansin-like","AllergomeData;SDAPallergen","NA","Poa p 2","Poa_2","NA;grass Poales","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","Poa_trivialis","Poa_trivialis","3"
"390","Poa_trivialis","Poa","Poa_p_9","AF093: Expansin and expansin-like","SDAPallergen","SDAP: """"""""Beta-expansin; Old Name: Poa p 5, KBG 31, KBG 41, KBG 60, Poa p IX""""""""; http://fermi.utmb.edu/cgi-bin/SDAP/sdap_02?dB_Type=0&allid=38","Poa p 9","Poa_9","grass Poales","Poa_pratensis","Poa_trivialis","Poa_trivialis","3"
"391","Poa_trivialis","Poa","Poe_1","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Fes e 1;Poa p 1","Poe_1","NA;Aero Plant;Airway;grass Poales","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","Poa_trivialis","Poa_trivialis","1b"
"392","Poa_trivialis","Poa","Poe_12","AF051: Profilin","AllergomeData","NA","Poa p 12","Poe_12","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_trivialis","Poa_trivialis","1b"
"393","Poa_trivialis","Poa","Poe_4","AF099: Berberine bridge enzyme","AllergomeData","NA","Fes e 4;Poa p 4","Poe_4","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_trivialis","Poa_trivialis","1b"
"394","Poa_trivialis","Poa","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Fes e 5;Poa p 5","Poe_5","NA;Aero Plant;Airway;grass Poales","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","Poa_trivialis","Poa_trivialis","1b"
"395","Poa_trivialis","Poa","Poe_6","AF102: Group 5/6 grass pollen allergen","AllergomeData","NA","Poa p 6","Poe_6","NA","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_trivialis","Poa_trivialis","1b"
"396","Poa_trivialis","Poa","Poe_7","AF007: EF hand family","AllergomeData","NA","Fes e 7;Poa p 7","Poe_7","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","Poa_trivialis","Poa_trivialis","1b"
"397","Rumex_acetosella","Rumex","Rum_expansin","AF093: Expansin and expansin-like","Uniprot Q9SWD5","NA","NA","Rum_expansin","NA","NA","Rumex_acetosella","Rumex_acetosella","4"
"398","Rumex_thyrsiflorus","Rumex","Rum_expansin","AF093: Expansin and expansin-like","Uniprot Q9SWD5","NA","NA","Rum_expansin","NA","NA","Rumex_thyrsiflorus","Rumex_thyrsiflorus","4"
"399","Senecio_inaequidens","Senecio","Sen_j_MDH","AF014: Lactate/malate dehydrogenase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=4060","Sen j MDH","Senecio_MDH","NA","Asteraceae;_Jacobaea_vulgaris;_Mugwort/Ragweed-related_Species;_Plants;_Ragwort;_Senecio_jacobaea;_Stinking_Willie;_Tansy_Ragwort","Senecio_inaequidens","Senecio_inaequidens","3"
"400","Senecio_inaequidens","Senecio","Sen_j_PL","AF073: Pectate lyase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=4061","Sen j PL","Senecio_PL","NA","Asteraceae;_Jacobaea_vulgaris;_Mugwort/Ragweed-related_Species;_Plants;_Ragwort;_Senecio_jacobaea;_Stinking_Willie;_Tansy_Ragwort","Senecio_inaequidens","Senecio_inaequidens","3"
"401","Senecio_jacobaea","Senecio","Sen_j_MDH","AF014: Lactate/malate dehydrogenase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=4060","Sen j MDH","Senecio_MDH","NA","Asteraceae;_Jacobaea_vulgaris;_Mugwort/Ragweed-related_Species;_Plants;_Ragwort;_Senecio_jacobaea;_Stinking_Willie;_Tansy_Ragwort","Senecio_jacobaea","Senecio_jacobaea","1"
"402","Senecio_jacobaea","Senecio","Sen_j_PL","AF073: Pectate lyase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=4061","Sen j PL","Senecio_PL","NA","Asteraceae;_Jacobaea_vulgaris;_Mugwort/Ragweed-related_Species;_Plants;_Ragwort;_Senecio_jacobaea;_Stinking_Willie;_Tansy_Ragwort","Senecio_jacobaea","Senecio_jacobaea","1"
"403","Senecio_vernalis","Senecio","Sen_j_MDH","AF014: Lactate/malate dehydrogenase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=4060","Sen j MDH","Senecio_MDH","NA","Asteraceae;_Jacobaea_vulgaris;_Mugwort/Ragweed-related_Species;_Plants;_Ragwort;_Senecio_jacobaea;_Stinking_Willie;_Tansy_Ragwort","Senecio_vernalis","Senecio_vernalis","3"
"404","Senecio_vernalis","Senecio","Sen_j_PL","AF073: Pectate lyase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=4061","Sen j PL","Senecio_PL","NA","Asteraceae;_Jacobaea_vulgaris;_Mugwort/Ragweed-related_Species;_Plants;_Ragwort;_Senecio_jacobaea;_Stinking_Willie;_Tansy_Ragwort","Senecio_vernalis","Senecio_vernalis","3"
"405","Setaria_viridis","Setaria","Pan_1","AF093: Expansin and expansin-like","AllergomeData","NA","Set it 1","Pan_1","NA","Foxtail_Millet;_Grasses;_Plants;_Poaceae;_Setaria_italica","Setaria_viridis","Setaria_viridis","1b"
"406","Setaria_viridis","Setaria","Pan_12","AF051: Profilin","AllergomeData","NA","Set it 12","Pan_12","NA","Foxtail_Millet;_Grasses;_Plants;_Poaceae;_Setaria_italica","Setaria_viridis","Setaria_viridis","1b"
"407","Setaria_viridis","Setaria","Pan_4","AF099: Berberine bridge enzyme","allergen added based on Grass taxonomy","NA","NA","Pan_4","NA","NA","Setaria_viridis","Setaria_viridis","1b"
"408","Setaria_viridis","Setaria","Pan_7","AF007: EF hand family","allergen added based on Grass taxonomy","NA","NA","Pan_7","NA","NA","Setaria_viridis","Setaria_viridis","1b"
"409","Setaria_viridis","Setaria","Set_it_11","AF087: Ole e 1 family","AllergomeData","NA","Set it 11","Setaria_11","NA","Foxtail_Millet;_Grasses;_Plants;_Poaceae;_Setaria_italica","Setaria_viridis","Setaria_viridis","3"
"410","Setaria_viridis","Setaria","Set_it_13","AF057: Polygalacturonase","AllergomeData","NA","Set it 13","Setaria_13","NA","Foxtail_Millet;_Grasses;_Plants;_Poaceae;_Setaria_italica","Setaria_viridis","Setaria_viridis","3"
"411","Taraxacum_sect._Erythrosperma","Taraxacum","Art_v_1","AF059: Plant defensin","cross reactivity with Artemisia vulgaris in Yong et al. 2007","NA","Art v 1","Artemisia_1","Airway","Artemisia_vulgaris","Taraxacum_sect._Erythrosperma","Taraxacum_sect._Erythrosperma","4"
"412","Taraxacum_sect._Erythrosperma","Taraxacum","Art_v_4","AF051: Profilin","cross reactivity with Artemisia vulgaris in Yong et al. 2007","NA","Art v 4","Artemisia_4","Airway","Artemisia_vulgaris","Taraxacum_sect._Erythrosperma","Taraxacum_sect._Erythrosperma","4"
"413","Taraxacum_sect._Erythrosperma","Taraxacum","Art_v_6","AF073: Pectate lyase","cross reactivity with Artemisia vulgaris in Yong et al. 2007","NA","Art v 6","Artemisia_6","Airway","Artemisia_vulgaris","Taraxacum_sect._Erythrosperma","Taraxacum_sect._Erythrosperma","4"
"414","Taraxacum_sect._Ruderalia","Taraxacum","Art_v_1","AF059: Plant defensin","cross reactivity with Artemisia vulgaris in Yong et al. 2007","NA","Art v 1","Artemisia_1","Airway","Artemisia_vulgaris","Taraxacum_sect._Ruderalia","Taraxacum_sect._Ruderalia","4"
"415","Taraxacum_sect._Ruderalia","Taraxacum","Art_v_4","AF051: Profilin","cross reactivity with Artemisia vulgaris in Yong et al. 2007","NA","Art v 4","Artemisia_4","Airway","Artemisia_vulgaris","Taraxacum_sect._Ruderalia","Taraxacum_sect._Ruderalia","4"
"416","Taraxacum_sect._Ruderalia","Taraxacum","Art_v_6","AF073: Pectate lyase","cross reactivity with Artemisia vulgaris in Yong et al. 2007","NA","Art v 6","Artemisia_6","Airway","Artemisia_vulgaris","Taraxacum_sect._Ruderalia","Taraxacum_sect._Ruderalia","4"
