"","Species","genus","Allergen.simple","Allergen.Family","Databases","Ref.manual","Mol.alt","Allergen.genus","Types","Matched.names","Species.in.data","Accepted.names.in.data","Matches.with.database"
"242","Festuca_rubra_agg.","Festuca","Poe_7","AF007: EF hand family","AllergomeData","NA","Bra di 7;Fes e 7","Poe_7","NA","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","Festuca_rubra_agg.","Festuca_rubra_agg.","1b"
"243","Holcus_lanatus","Holcus","Hol_l_2","AF093: Expansin and expansin-like","AllergomeData;SDAPallergen","NA","Hol l 2","Holcus_2","NA;grass Poales","Grasses;_Holcus_lanatus;_Plants;_Poaceae;_Velvet_Grass;Holcus_lanatus","Holcus_lanatus","Holcus_lanatus","1"
"244","Holcus_lanatus","Holcus","Poe_1","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Hol l 1","Poe_1","NA;Aero Plant;Airway;grass Poales","Grasses;_Holcus_lanatus;_Plants;_Poaceae;_Velvet_Grass;Holcus_lanatus","Holcus_lanatus","Holcus_lanatus","1b"
"245","Holcus_lanatus","Holcus","Poe_12","AF051: Profilin","allergen added based on Grass taxonomy","NA","NA","Poe_12","NA","NA","Holcus_lanatus","Holcus_lanatus","1b"
"246","Holcus_lanatus","Holcus","Poe_4","AF099: Berberine bridge enzyme","AllergomeData","NA","Hol l 4","Poe_4","NA","Grasses;_Holcus_lanatus;_Plants;_Poaceae;_Velvet_Grass","Holcus_lanatus","Holcus_lanatus","1b"
"247","Holcus_lanatus","Holcus","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Hol l 5","Poe_5","NA;Aero Plant;Airway;grass Poales","Grasses;_Holcus_lanatus;_Plants;_Poaceae;_Velvet_Grass;Holcus_lanatus","Holcus_lanatus","Holcus_lanatus","1b"
"248","Holcus_lanatus","Holcus","Poe_7","AF007: EF hand family","allergen added based on Grass taxonomy","NA","NA","Poe_7","NA","NA","Holcus_lanatus","Holcus_lanatus","1b"
"249","Holcus_mollis","Holcus","Hol_l_2","AF093: Expansin and expansin-like","AllergomeData;SDAPallergen","NA","Hol l 2","Holcus_2","NA;grass Poales","Grasses;_Holcus_lanatus;_Plants;_Poaceae;_Velvet_Grass;Holcus_lanatus","Holcus_mollis","Holcus_mollis","3"
"250","Holcus_mollis","Holcus","Poe_1","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Hol l 1","Poe_1","NA;Aero Plant;Airway;grass Poales","Grasses;_Holcus_lanatus;_Plants;_Poaceae;_Velvet_Grass;Holcus_lanatus","Holcus_mollis","Holcus_mollis","1b"
"251","Holcus_mollis","Holcus","Poe_12","AF051: Profilin","allergen added based on Grass taxonomy","NA","NA","Poe_12","NA","NA","Holcus_mollis","Holcus_mollis","1b"
"252","Holcus_mollis","Holcus","Poe_4","AF099: Berberine bridge enzyme","AllergomeData","NA","Hol l 4","Poe_4","NA","Grasses;_Holcus_lanatus;_Plants;_Poaceae;_Velvet_Grass","Holcus_mollis","Holcus_mollis","1b"
"253","Holcus_mollis","Holcus","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Hol l 5","Poe_5","NA;Aero Plant;Airway;grass Poales","Grasses;_Holcus_lanatus;_Plants;_Poaceae;_Velvet_Grass;Holcus_lanatus","Holcus_mollis","Holcus_mollis","1b"
"254","Holcus_mollis","Holcus","Poe_7","AF007: EF hand family","allergen added based on Grass taxonomy","NA","NA","Poe_7","NA","NA","Holcus_mollis","Holcus_mollis","1b"
"255","Koeleria_macrantha","Koeleria","Poe_1","AF093: Expansin and expansin-like","allergen added based on Grass taxonomy","NA","NA","Poe_1","NA","NA","Koeleria_macrantha","Koeleria_macrantha","1b"
"256","Koeleria_macrantha","Koeleria","Poe_12","AF051: Profilin","allergen added based on Grass taxonomy","NA","NA","Poe_12","NA","NA","Koeleria_macrantha","Koeleria_macrantha","1b"
"257","Koeleria_macrantha","Koeleria","Poe_4","AF099: Berberine bridge enzyme","allergen added based on Grass taxonomy","NA","NA","Poe_4","NA","NA","Koeleria_macrantha","Koeleria_macrantha","1b"
"258","Koeleria_macrantha","Koeleria","Poe_5","AF102: Group 5/6 grass pollen allergen","allergen added based on Grass taxonomy","NA","NA","Poe_5","NA","NA","Koeleria_macrantha","Koeleria_macrantha","1b"
"259","Koeleria_macrantha","Koeleria","Poe_7","AF007: EF hand family","allergen added based on Grass taxonomy","NA","NA","Poe_7","NA","NA","Koeleria_macrantha","Koeleria_macrantha","1b"
"260","Koeleria_pyramidata","Koeleria","Poe_1","AF093: Expansin and expansin-like","allergen added based on Grass taxonomy","NA","NA","Poe_1","NA","NA","Koeleria_pyramidata","Koeleria_pyramidata","1b"
"261","Koeleria_pyramidata","Koeleria","Poe_12","AF051: Profilin","allergen added based on Grass taxonomy","NA","NA","Poe_12","NA","NA","Koeleria_pyramidata","Koeleria_pyramidata","1b"
"262","Koeleria_pyramidata","Koeleria","Poe_4","AF099: Berberine bridge enzyme","allergen added based on Grass taxonomy","NA","NA","Poe_4","NA","NA","Koeleria_pyramidata","Koeleria_pyramidata","1b"
"263","Koeleria_pyramidata","Koeleria","Poe_5","AF102: Group 5/6 grass pollen allergen","allergen added based on Grass taxonomy","NA","NA","Poe_5","NA","NA","Koeleria_pyramidata","Koeleria_pyramidata","1b"
"264","Koeleria_pyramidata","Koeleria","Poe_7","AF007: EF hand family","allergen added based on Grass taxonomy","NA","NA","Poe_7","NA","NA","Koeleria_pyramidata","Koeleria_pyramidata","1b"
"265","Lolium_multiflorum","Lolium","Fes_e_13","AF057: Polygalacturonase","AllergomeData","NA","Fes e 13","Lolium_13","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","Lolium_multiflorum","Lolium_multiflorum","3"
"266","Lolium_multiflorum","Lolium","Lol_m_2","AF093: Expansin and expansin-like","AllergomeData","NA","Lol m 2","Lolium_2","NA","Grasses;_Italian_Ryegrass;_Lolium_italicum;_Lolium_multiflorum;_Plants;_Poaceae","Lolium_multiflorum","Lolium_multiflorum","1"
"267","Lolium_multiflorum","Lolium","Lol_p_10","AF006: Cytochrome c","AllergomeData","http://www.meduniwien.ac.at/allfam/details.php?family=AF006#ref69","Lol p 10","Lolium_10","NA","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","Lolium_multiflorum","Lolium_multiflorum","3"
"268","Lolium_multiflorum","Lolium","Lol_p_11","AF087: Ole e 1 family","AllergomeData;IUISallergens;SDAPallergen;AllergenOnline","NA","Lol p 11;Lol p 11.0101","Lolium_11","NA;Airway;grass Poales;Aero Plant","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","Lolium_multiflorum","Lolium_multiflorum","3"
"269","Lolium_multiflorum","Lolium","Lol_p_13","AF057: Polygalacturonase","AllergomeData","NA","Lol p 13","Lolium_13","NA","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","Lolium_multiflorum","Lolium_multiflorum","3"
"270","Lolium_multiflorum","Lolium","Lol_p_2","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Lol p 2","Lolium_2","NA;Aero Plant;Airway;grass Poales","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","Lolium_multiflorum","Lolium_multiflorum","3"
"271","Lolium_multiflorum","Lolium","Lol_p_3","AF093: Expansin and expansin-like","AllergomeData;IUISallergens;SDAPallergen;AllergenOnline","NA","Lol p 3;Lol p 3.0101","Lolium_3","NA;Airway;grass Poales;Aero Plant","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","Lolium_multiflorum","Lolium_multiflorum","3"
"272","Lolium_multiflorum","Lolium","Lol_p_CyP","AF038: Cyclophilin","AllergomeData","allergome","Lol p CyP","Lolium_CyP","NA","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","Lolium_multiflorum","Lolium_multiflorum","3"
"273","Lolium_multiflorum","Lolium","Lol_p_FT","AF052: Glycoside hydrolase family 32","AllergomeData","Allergome; https://www.uniprot.org/uniprot/Q8S3M4","Lol p FT","Lolium_FT","NA","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","Lolium_multiflorum","Lolium_multiflorum","3"
"274","Lolium_multiflorum","Lolium","Lol_p_Legumin","AF045: Cupin","AllergomeData","Allergome; AllFam","Lol p Legumin","Lolium_Legumin","NA","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","Lolium_multiflorum","Lolium_multiflorum","3"
"275","Lolium_multiflorum","Lolium","Poe_1","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Fes e 1;Lol p 1","Poe_1","NA;Aero Plant;Airway;grass Poales","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","Lolium_multiflorum","Lolium_multiflorum","1b"
"276","Lolium_multiflorum","Lolium","Poe_12","AF051: Profilin","AllergomeData","NA","Lol p 12","Poe_12","NA","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","Lolium_multiflorum","Lolium_multiflorum","1b"
"277","Lolium_multiflorum","Lolium","Poe_4","AF099: Berberine bridge enzyme","AllergomeData;IUISallergens;SDAPallergen;AllergenOnline","NA","Fes e 4;Lol p 4;Lol p 4.0101","Poe_4","NA;Airway;grass Poales;Aero Plant","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","Lolium_multiflorum","Lolium_multiflorum","1b"
"278","Lolium_multiflorum","Lolium","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Fes e 5;Lol m 5;Lol p 5","Poe_5","NA;Aero Plant;Airway;grass Poales","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_Italian_Ryegrass;_Lolium_italicum;_Lolium_multiflorum;_Plants;_Poaceae;Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","Lolium_multiflorum","Lolium_multiflorum","1b"
"279","Lolium_multiflorum","Lolium","Poe_7","AF007: EF hand family","AllergomeData","NA","Fes e 7;Lol p 7","Poe_7","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","Lolium_multiflorum","Lolium_multiflorum","1b"
"280","Lolium_perenne","Lolium","Fes_e_13","AF057: Polygalacturonase","AllergomeData","NA","Fes e 13","Lolium_13","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","Lolium_perenne","Lolium_perenne","3"
"281","Lolium_perenne","Lolium","Lol_m_2","AF093: Expansin and expansin-like","AllergomeData","NA","Lol m 2","Lolium_2","NA","Grasses;_Italian_Ryegrass;_Lolium_italicum;_Lolium_multiflorum;_Plants;_Poaceae","Lolium_perenne","Lolium_perenne","3"
"282","Lolium_perenne","Lolium","Lol_p_10","AF006: Cytochrome c","AllergomeData","http://www.meduniwien.ac.at/allfam/details.php?family=AF006#ref69","Lol p 10","Lolium_10","NA","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","Lolium_perenne","Lolium_perenne","1"
"283","Lolium_perenne","Lolium","Lol_p_11","AF087: Ole e 1 family","AllergomeData;IUISallergens;SDAPallergen;AllergenOnline","NA","Lol p 11;Lol p 11.0101","Lolium_11","NA;Airway;grass Poales;Aero Plant","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","Lolium_perenne","Lolium_perenne","1"
"284","Lolium_perenne","Lolium","Lol_p_13","AF057: Polygalacturonase","AllergomeData","NA","Lol p 13","Lolium_13","NA","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","Lolium_perenne","Lolium_perenne","1"
"285","Lolium_perenne","Lolium","Lol_p_2","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Lol p 2","Lolium_2","NA;Aero Plant;Airway;grass Poales","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","Lolium_perenne","Lolium_perenne","1"
"286","Lolium_perenne","Lolium","Lol_p_3","AF093: Expansin and expansin-like","AllergomeData;IUISallergens;SDAPallergen;AllergenOnline","NA","Lol p 3;Lol p 3.0101","Lolium_3","NA;Airway;grass Poales;Aero Plant","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","Lolium_perenne","Lolium_perenne","1"
"287","Lolium_perenne","Lolium","Lol_p_CyP","AF038: Cyclophilin","AllergomeData","allergome","Lol p CyP","Lolium_CyP","NA","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","Lolium_perenne","Lolium_perenne","1"
"288","Lolium_perenne","Lolium","Lol_p_FT","AF052: Glycoside hydrolase family 32","AllergomeData","Allergome; https://www.uniprot.org/uniprot/Q8S3M4","Lol p FT","Lolium_FT","NA","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","Lolium_perenne","Lolium_perenne","1"
"289","Lolium_perenne","Lolium","Lol_p_Legumin","AF045: Cupin","AllergomeData","Allergome; AllFam","Lol p Legumin","Lolium_Legumin","NA","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","Lolium_perenne","Lolium_perenne","1"
"290","Lolium_perenne","Lolium","Poe_1","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Fes e 1;Lol p 1","Poe_1","NA;Aero Plant;Airway;grass Poales","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","Lolium_perenne","Lolium_perenne","1b"
"291","Lolium_perenne","Lolium","Poe_12","AF051: Profilin","AllergomeData","NA","Lol p 12","Poe_12","NA","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","Lolium_perenne","Lolium_perenne","1b"
"292","Lolium_perenne","Lolium","Poe_4","AF099: Berberine bridge enzyme","AllergomeData;IUISallergens;SDAPallergen;AllergenOnline","NA","Fes e 4;Lol p 4;Lol p 4.0101","Poe_4","NA;Airway;grass Poales;Aero Plant","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","Lolium_perenne","Lolium_perenne","1b"
"293","Lolium_perenne","Lolium","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Fes e 5;Lol m 5;Lol p 5","Poe_5","NA;Aero Plant;Airway;grass Poales","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_Italian_Ryegrass;_Lolium_italicum;_Lolium_multiflorum;_Plants;_Poaceae;Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","Lolium_perenne","Lolium_perenne","1b"
"294","Lolium_perenne","Lolium","Poe_7","AF007: EF hand family","AllergomeData","NA","Fes e 7;Lol p 7","Poe_7","NA","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","Lolium_perenne","Lolium_perenne","1b"
"295","Plantago_arenaria","Plantago","Pla_l_1","AF087: Ole e 1 family","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Pla l 1","Plantago_1","NA;Aero Plant;Airway;tree Lamiales Plantaginaceae","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort;Plantago_lanceolata","Plantago_arenaria","Plantago_arenaria","3"
"296","Plantago_arenaria","Plantago","Pla_l_2","AF051: Profilin","AllergomeData;IUISallergens","NA","Pla l 2","Plantago_2","NA;Airway","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort;Plantago_lanceolata","Plantago_arenaria","Plantago_arenaria","3"
"297","Plantago_arenaria","Plantago","Pla_l_22","AF031: Enolase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11848","Pla l 22","Plantago_22","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_arenaria","Plantago_arenaria","3"
"298","Plantago_arenaria","Plantago","Pla_l_4","AF007: EF hand family","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11841","Pla l 4","Plantago_4","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_arenaria","Plantago_arenaria","3"
"299","Plantago_arenaria","Plantago","Pla_l_AHC","Adenosylhomocysteinases","AllergomeData","Allergome; Gadermaier 2014","Pla l AHC","Plantago_AHC","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_arenaria","Plantago_arenaria","3"
"300","Plantago_arenaria","Plantago","Pla_l_ATPS","ATP synthase","AllergomeData","Allergome; Gadermaier 2014","Pla l ATPS","Plantago_ATPS","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_arenaria","Plantago_arenaria","3"
"301","Plantago_arenaria","Plantago","Pla_l_Cytochrome_C","AF006: Cytochrome c","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=2438","Pla l Cytochrome C","Plantago_C","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_arenaria","Plantago_arenaria","3"
"302","Plantago_arenaria","Plantago","Pla_l_FPA","AF197: Fructose bisphosphate aldolase class I","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11844","Pla l FPA","Plantago_FPA","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_arenaria","Plantago_arenaria","3"
"303","Plantago_arenaria","Plantago","Pla_l_MDH","AF014: Lactate/malate dehydrogenase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11843","Pla l MDH","Plantago_MDH","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_arenaria","Plantago_arenaria","3"
"304","Plantago_arenaria","Plantago","Pla_l_PGK","Phosphoglycerate kinase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11845","Pla l PGK","Plantago_PGK","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_arenaria","Plantago_arenaria","3"
"305","Plantago_arenaria","Plantago","Pla_l_TPI","AF032: Triosephosphate isomerase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11842","Pla l TPI","Plantago_TPI","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_arenaria","Plantago_arenaria","3"
"306","Plantago_arenaria","Plantago","Pla_ma_2","AF051: Profilin","AllergomeData","NA","Pla ma 2","Plantago_2","NA","Broadleaf_Plantain;_Buckhorn_Plantain;_Common_Plantain;_Greater_Plantain;_Plantaginaceae;_Plantago_asiatica;_Plantago_major;_Plants;_Rippleseed_Plantain","Plantago_arenaria","Plantago_arenaria","3"
"307","Plantago_lanceolata","Plantago","Pla_l_1","AF087: Ole e 1 family","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","NA","Pla l 1","Plantago_1","NA;Aero Plant;Airway;tree Lamiales Plantaginaceae","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort;Plantago_lanceolata","Plantago_lanceolata","Plantago_lanceolata","1"
"308","Plantago_lanceolata","Plantago","Pla_l_2","AF051: Profilin","AllergomeData;IUISallergens","NA","Pla l 2","Plantago_2","NA;Airway","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort;Plantago_lanceolata","Plantago_lanceolata","Plantago_lanceolata","1"
"309","Plantago_lanceolata","Plantago","Pla_l_22","AF031: Enolase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11848","Pla l 22","Plantago_22","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_lanceolata","Plantago_lanceolata","1"
"310","Plantago_lanceolata","Plantago","Pla_l_4","AF007: EF hand family","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11841","Pla l 4","Plantago_4","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_lanceolata","Plantago_lanceolata","1"
"311","Plantago_lanceolata","Plantago","Pla_l_AHC","Adenosylhomocysteinases","AllergomeData","Allergome; Gadermaier 2014","Pla l AHC","Plantago_AHC","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_lanceolata","Plantago_lanceolata","1"
"312","Plantago_lanceolata","Plantago","Pla_l_ATPS","ATP synthase","AllergomeData","Allergome; Gadermaier 2014","Pla l ATPS","Plantago_ATPS","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_lanceolata","Plantago_lanceolata","1"
"313","Plantago_lanceolata","Plantago","Pla_l_Cytochrome_C","AF006: Cytochrome c","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=2438","Pla l Cytochrome C","Plantago_C","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_lanceolata","Plantago_lanceolata","1"
"314","Plantago_lanceolata","Plantago","Pla_l_FPA","AF197: Fructose bisphosphate aldolase class I","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11844","Pla l FPA","Plantago_FPA","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_lanceolata","Plantago_lanceolata","1"
"315","Plantago_lanceolata","Plantago","Pla_l_MDH","AF014: Lactate/malate dehydrogenase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11843","Pla l MDH","Plantago_MDH","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_lanceolata","Plantago_lanceolata","1"
"316","Plantago_lanceolata","Plantago","Pla_l_PGK","Phosphoglycerate kinase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11845","Pla l PGK","Plantago_PGK","NA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","Plantago_lanceolata","Plantago_lanceolata","1"
